key,value,date
Jim Gilmore,0.402354093,Aug 02 2015
Jim Gilmore,0.114825067,Aug 09 2015
Jim Gilmore,0.115812305,Aug 16 2015
Jim Gilmore,0.116799542,Aug 23 2015
Jim Gilmore,0.117786774,Aug 30 2015
Jim Gilmore,0.118774012,Sep 06 2015
Jim Gilmore,0.214657236,Sep 13 2015
Jim Gilmore,0.10788532,Sep 20 2015
Jim Gilmore,0.113388403,Sep 27 2015
Jim Gilmore,0.118891485,Oct 04 2015
Jim Gilmore,0.111366017,Oct 11 2015
Jim Gilmore,0.111366017,Oct 18 2015
Jim Gilmore,0.111366017,Oct 25 2015
Jim Gilmore,0.091284786,Nov 01 2015
Jim Gilmore,0.091284786,Nov 08 2015
Jim Gilmore,0.09460696,Nov 15 2015
Jim Gilmore,0.097929135,Nov 22 2015
Jim Gilmore,0.101251316,Nov 29 2015
Jim Gilmore,0.10457349,Dec 06 2015
Jim Gilmore,0.107895671,Dec 13 2015
Jim Gilmore,0.090848758,Dec 20 2015
Jim Gilmore,0.090848758,Dec 27 2015
Jim Gilmore,0.090848758,Jan 03 2016
Jim Gilmore,0.090848758,Jan 10 2016
Jim Gilmore,0.090848758,Jan 17 2016
Jim Gilmore,0.572784997,Jan 24 2016
Jim Gilmore,0.837121701,Jan 31 2016
Jim Gilmore,1.242617839,Feb 07 2016
Jim Gilmore,0.199100597,Feb 14 2016
Jim Gilmore,0.121461379,Feb 21 2016
Jim Gilmore,0.09042628,Feb 28 2016
Jim Gilmore,0,Mar 06 2016
Jim Gilmore,0,Mar 13 2016
Jim Gilmore,0,Mar 20 2016
Jim Gilmore,0,Mar 27 2016
Lindsey Graham,0,Dec 28 2014
Lindsey Graham,0.137055947,Jan 04 2015
Lindsey Graham,0.12852965,Jan 11 2015
Lindsey Graham,0.258915163,Jan 18 2015
Lindsey Graham,0.282443984,Jan 25 2015
Lindsey Graham,0.21816895,Feb 01 2015
Lindsey Graham,0.140927751,Feb 08 2015
Lindsey Graham,0.120054986,Feb 15 2015
Lindsey Graham,0.217445948,Feb 22 2015
Lindsey Graham,0.262869368,Mar 01 2015
Lindsey Graham,0.718390009,Mar 08 2015
Lindsey Graham,0.196095268,Mar 15 2015
Lindsey Graham,0.19189268,Mar 22 2015
Lindsey Graham,0.140236461,Mar 29 2015
Lindsey Graham,0.235702948,Apr 05 2015
Lindsey Graham,0.194741004,Apr 12 2015
Lindsey Graham,0.515712487,Apr 19 2015
Lindsey Graham,0.162747437,Apr 26 2015
Lindsey Graham,0.242254979,May 03 2015
Lindsey Graham,0.125797538,May 10 2015
Lindsey Graham,0.764936821,May 17 2015
Lindsey Graham,0.365807777,May 24 2015
Lindsey Graham,2.922909135,May 31 2015
Lindsey Graham,1.731841753,Jun 07 2015
Lindsey Graham,1.129791087,Jun 14 2015
Lindsey Graham,0.711428845,Jun 21 2015
Lindsey Graham,0.612091281,Jun 28 2015
Lindsey Graham,0.420893182,Jul 05 2015
Lindsey Graham,0.532152145,Jul 12 2015
Lindsey Graham,3.606389137,Jul 19 2015
Lindsey Graham,0.550557845,Jul 26 2015
Lindsey Graham,1.508823524,Aug 02 2015
Lindsey Graham,0.43162826,Aug 09 2015
Lindsey Graham,0.336767895,Aug 16 2015
Lindsey Graham,0.372863326,Aug 23 2015
Lindsey Graham,0.293524806,Aug 30 2015
Lindsey Graham,0.337581609,Sep 06 2015
Lindsey Graham,1.539164845,Sep 13 2015
Lindsey Graham,0.450384301,Sep 20 2015
Lindsey Graham,0.259771309,Sep 27 2015
Lindsey Graham,0.449042054,Oct 04 2015
Lindsey Graham,0.246458742,Oct 11 2015
Lindsey Graham,0.222377526,Oct 18 2015
Lindsey Graham,0.858463638,Oct 25 2015
Lindsey Graham,0.344935402,Nov 01 2015
Lindsey Graham,0.492279141,Nov 08 2015
Lindsey Graham,0.445962388,Nov 15 2015
Lindsey Graham,0.205049737,Nov 22 2015
Lindsey Graham,0.287832215,Nov 29 2015
Lindsey Graham,0.786394341,Dec 06 2015
Lindsey Graham,1.200266779,Dec 13 2015
Lindsey Graham,1.546204719,Dec 20 2015
Lindsey Graham,0.181043942,Dec 27 2015
Lindsey Graham,0.149957433,Jan 03 2016
Lindsey Graham,0.419867572,Jan 10 2016
Lindsey Graham,0.292602019,Jan 17 2016
Lindsey Graham,0.181918593,Jan 24 2016
Lindsey Graham,0.239075212,Jan 31 2016
Lindsey Graham,0.392405182,Feb 07 2016
Lindsey Graham,0.485743308,Feb 14 2016
Lindsey Graham,1.070310601,Feb 21 2016
Lindsey Graham,0.816616304,Feb 28 2016
Lindsey Graham,0.454418969,Mar 06 2016
Lindsey Graham,0.600455869,Mar 13 2016
Lindsey Graham,1.236249612,Mar 20 2016
Lindsey Graham,0.867484096,Mar 27 2016
Mike Huckabee,0,Dec 28 2014
Mike Huckabee,1.138795363,Jan 04 2015
Mike Huckabee,0.780848544,Jan 11 2015
Mike Huckabee,1.357933991,Jan 18 2015
Mike Huckabee,0.746663778,Jan 25 2015
Mike Huckabee,0.832735362,Feb 01 2015
Mike Huckabee,0.341202172,Feb 08 2015
Mike Huckabee,0.305686802,Feb 15 2015
Mike Huckabee,0.28225485,Feb 22 2015
Mike Huckabee,0.347754497,Mar 01 2015
Mike Huckabee,0.306654049,Mar 08 2015
Mike Huckabee,0.268845841,Mar 15 2015
Mike Huckabee,0.30254794,Mar 22 2015
Mike Huckabee,0.329010327,Mar 29 2015
Mike Huckabee,0.234563341,Apr 05 2015
Mike Huckabee,0.432361297,Apr 12 2015
Mike Huckabee,0.375323,Apr 19 2015
Mike Huckabee,0.287782659,Apr 26 2015
Mike Huckabee,2.379141482,May 03 2015
Mike Huckabee,0.559469514,May 10 2015
Mike Huckabee,0.931317206,May 17 2015
Mike Huckabee,0.952820388,May 24 2015
Mike Huckabee,1.100354725,May 31 2015
Mike Huckabee,0.358848649,Jun 07 2015
Mike Huckabee,0.354608708,Jun 14 2015
Mike Huckabee,0.964628053,Jun 21 2015
Mike Huckabee,0.82354123,Jun 28 2015
Mike Huckabee,0.384349675,Jul 05 2015
Mike Huckabee,0.282054586,Jul 12 2015
Mike Huckabee,0.307077035,Jul 19 2015
Mike Huckabee,2.13883466,Jul 26 2015
Mike Huckabee,2.556339961,Aug 02 2015
Mike Huckabee,0.768954633,Aug 09 2015
Mike Huckabee,0.868455445,Aug 16 2015
Mike Huckabee,0.404781125,Aug 23 2015
Mike Huckabee,0.709483627,Aug 30 2015
Mike Huckabee,2.787612797,Sep 06 2015
Mike Huckabee,2.000635496,Sep 13 2015
Mike Huckabee,0.957076784,Sep 20 2015
Mike Huckabee,0.605714921,Sep 27 2015
Mike Huckabee,0.474976582,Oct 04 2015
Mike Huckabee,1.347283611,Oct 11 2015
Mike Huckabee,0.472353179,Oct 18 2015
Mike Huckabee,1.074679412,Oct 25 2015
Mike Huckabee,0.555591205,Nov 01 2015
Mike Huckabee,0.621685765,Nov 08 2015
Mike Huckabee,0.549396956,Nov 15 2015
Mike Huckabee,0.40262102,Nov 22 2015
Mike Huckabee,0.398391146,Nov 29 2015
Mike Huckabee,0.359146503,Dec 06 2015
Mike Huckabee,0.696416378,Dec 13 2015
Mike Huckabee,0.316084772,Dec 20 2015
Mike Huckabee,0.295636391,Dec 27 2015
Mike Huckabee,0.329249285,Jan 03 2016
Mike Huckabee,0.458899069,Jan 10 2016
Mike Huckabee,0.378346156,Jan 17 2016
Mike Huckabee,1.190037066,Jan 24 2016
Mike Huckabee,1.719846701,Jan 31 2016
Mike Huckabee,0.379031502,Feb 07 2016
Mike Huckabee,0.240856831,Feb 14 2016
Mike Huckabee,0.47833519,Feb 21 2016
Mike Huckabee,0.693244436,Feb 28 2016
Mike Huckabee,0.27456146,Mar 06 2016
Mike Huckabee,0.331028334,Mar 13 2016
Mike Huckabee,0.174552725,Mar 20 2016
Mike Huckabee,0,Mar 27 2016
Bobby Jindal,0,Dec 28 2014
Bobby Jindal,0.105706624,Jan 04 2015
Bobby Jindal,0.191580464,Jan 11 2015
Bobby Jindal,1.250199908,Jan 18 2015
Bobby Jindal,0.559683466,Jan 25 2015
Bobby Jindal,0.838612429,Feb 01 2015
Bobby Jindal,0.692265268,Feb 08 2015
Bobby Jindal,0.242571253,Feb 15 2015
Bobby Jindal,0.400792051,Feb 22 2015
Bobby Jindal,0.201397525,Mar 01 2015
Bobby Jindal,0.205660185,Mar 08 2015
Bobby Jindal,0.231156031,Mar 15 2015
Bobby Jindal,0.279291103,Mar 22 2015
Bobby Jindal,0.166189494,Mar 29 2015
Bobby Jindal,0.251357726,Apr 05 2015
Bobby Jindal,0.268238202,Apr 12 2015
Bobby Jindal,0.564245096,Apr 19 2015
Bobby Jindal,0.264560259,Apr 26 2015
Bobby Jindal,0.185243101,May 03 2015
Bobby Jindal,0.186730326,May 10 2015
Bobby Jindal,0.661723971,May 17 2015
Bobby Jindal,0.393845639,May 24 2015
Bobby Jindal,0.421397906,May 31 2015
Bobby Jindal,0.249139071,Jun 07 2015
Bobby Jindal,0.376910084,Jun 14 2015
Bobby Jindal,4.780227142,Jun 21 2015
Bobby Jindal,2.491143038,Jun 28 2015
Bobby Jindal,1.060451488,Jul 05 2015
Bobby Jindal,0.56867423,Jul 12 2015
Bobby Jindal,1.09492873,Jul 19 2015
Bobby Jindal,0.68780056,Jul 26 2015
Bobby Jindal,1.355553188,Aug 02 2015
Bobby Jindal,0.596358321,Aug 09 2015
Bobby Jindal,0.585657557,Aug 16 2015
Bobby Jindal,0.876249223,Aug 23 2015
Bobby Jindal,0.474132025,Aug 30 2015
Bobby Jindal,1.029593682,Sep 06 2015
Bobby Jindal,1.721420049,Sep 13 2015
Bobby Jindal,0.589319061,Sep 20 2015
Bobby Jindal,0.454126808,Sep 27 2015
Bobby Jindal,0.506255894,Oct 04 2015
Bobby Jindal,0.459201649,Oct 11 2015
Bobby Jindal,0.376144543,Oct 18 2015
Bobby Jindal,0.584126512,Oct 25 2015
Bobby Jindal,0.791070416,Nov 01 2015
Bobby Jindal,0.817088771,Nov 08 2015
Bobby Jindal,2.271021728,Nov 15 2015
Bobby Jindal,0.825374343,Nov 22 2015
Bobby Jindal,0.215183403,Nov 29 2015
Bobby Jindal,0.180988885,Dec 06 2015
Bobby Jindal,0.190267959,Dec 13 2015
Bobby Jindal,0.204003368,Dec 20 2015
Bobby Jindal,0.148175681,Dec 27 2015
Bobby Jindal,0.14508598,Jan 03 2016
Bobby Jindal,0.468867217,Jan 10 2016
Bobby Jindal,0.162205055,Jan 17 2016
Bobby Jindal,0.152798643,Jan 24 2016
Bobby Jindal,0.241403848,Jan 31 2016
Bobby Jindal,0.344962265,Feb 07 2016
Bobby Jindal,0.216023147,Feb 14 2016
Bobby Jindal,0.17745499,Feb 21 2016
Bobby Jindal,0.364987692,Feb 28 2016
Bobby Jindal,0.280235556,Mar 06 2016
Bobby Jindal,0.198975903,Mar 13 2016
Bobby Jindal,0.163735011,Mar 20 2016
Bobby Jindal,0,Mar 27 2016
John Kasich,0,Dec 28 2014
John Kasich,0.129010923,Jan 04 2015
John Kasich,0.164166227,Jan 11 2015
John Kasich,0.152668208,Jan 18 2015
John Kasich,0.229682125,Jan 25 2015
John Kasich,0.159393843,Feb 01 2015
John Kasich,0.128939706,Feb 08 2015
John Kasich,0.111987253,Feb 15 2015
John Kasich,0.179514445,Feb 22 2015
John Kasich,0.103693563,Mar 01 2015
John Kasich,0.10013971,Mar 08 2015
John Kasich,0.136735555,Mar 15 2015
John Kasich,0.274654254,Mar 22 2015
John Kasich,0.134445934,Mar 29 2015
John Kasich,0.139762894,Apr 05 2015
John Kasich,0.21344521,Apr 12 2015
John Kasich,0.372254907,Apr 19 2015
