date,key,value
01/03/2016,John Kasich,0.48
01/10/2016,John Kasich,1.21
01/17/2016,John Kasich,1.33
01/24/2016,John Kasich,1.73
01/31/2016,John Kasich,2.21
02/07/2016,John Kasich,11.59
02/14/2016,John Kasich,6.53
02/21/2016,John Kasich,8.18
02/28/2016,John Kasich,11.63
03/06/2016,John Kasich,10.96
03/13/2016,John Kasich,18.53
03/20/2016,John Kasich,6.56
03/27/2016,John Kasich,5.30
04/03/2016,John Kasich,4.35
04/10/2016,John Kasich,5.19
04/17/2016,John Kasich,4.56
04/24/2016,John Kasich,3.56
05/01/2016,John Kasich,3.75
05/08/2016,John Kasich,0.97
05/15/2016,John Kasich,0.55
05/22/2016,John Kasich,0.55
05/29/2016,John Kasich,0.45
12/28/2014,George Pataki,0.00
01/04/2015,George Pataki,0.00
01/11/2015,George Pataki,0.00
01/18/2015,George Pataki,0.00
01/25/2015,George Pataki,0.00
02/01/2015,George Pataki,0.18
02/08/2015,George Pataki,0.00
02/15/2015,George Pataki,0.00
02/22/2015,George Pataki,0.00
03/01/2015,George Pataki,0.00
03/08/2015,George Pataki,0.00
03/15/2015,George Pataki,0.00
03/22/2015,George Pataki,0.00
03/29/2015,George Pataki,0.00
04/05/2015,George Pataki,0.00
04/12/2015,George Pataki,0.00
04/19/2015,George Pataki,0.00
04/26/2015,George Pataki,0.00
05/03/2015,George Pataki,0.00
05/10/2015,George Pataki,0.11
05/17/2015,George Pataki,0.12
05/24/2015,George Pataki,1.32
05/31/2015,George Pataki,0.26
06/07/2015,George Pataki,0.16
06/14/2015,George Pataki,0.16
06/21/2015,George Pataki,0.12
06/28/2015,George Pataki,0.19
07/05/2015,George Pataki,0.22
07/12/2015,George Pataki,0.12
07/19/2015,George Pataki,0.13
07/26/2015,George Pataki,0.14
08/02/2015,George Pataki,0.48
08/09/2015,George Pataki,0.13
08/16/2015,George Pataki,0.12
08/23/2015,George Pataki,0.11
08/30/2015,George Pataki,0.12
09/06/2015,George Pataki,0.12
09/13/2015,George Pataki,0.79
09/20/2015,George Pataki,0.20
09/27/2015,George Pataki,0.12
10/04/2015,George Pataki,0.11
10/11/2015,George Pataki,0.11
10/18/2015,George Pataki,0.11
10/25/2015,George Pataki,0.24
11/01/2015,George Pataki,0.15
11/08/2015,George Pataki,0.17
11/15/2015,George Pataki,0.12
11/22/2015,George Pataki,0.10
11/29/2015,George Pataki,0.10
12/06/2015,George Pataki,0.12
12/13/2015,George Pataki,0.35
12/20/2015,George Pataki,0.13
12/27/2015,George Pataki,0.50
01/03/2016,George Pataki,0.09
01/10/2016,George Pataki,0.09
01/17/2016,George Pataki,0.10
01/24/2016,George Pataki,0.11
01/31/2016,George Pataki,0.00
02/07/2016,George Pataki,0.00
02/14/2016,George Pataki,0.00
02/21/2016,George Pataki,0.00
02/28/2016,George Pataki,0.00
03/06/2016,George Pataki,0.00
03/13/2016,George Pataki,0.00
03/20/2016,George Pataki,0.00
03/27/2016,George Pataki,0.00
04/03/2016,George Pataki,0.00
04/10/2016,George Pataki,0.00
04/17/2016,George Pataki,0.00
04/24/2016,George Pataki,0.00
05/01/2016,George Pataki,0.00
05/08/2016,George Pataki,0.00
05/15/2016,George Pataki,0.00
05/22/2016,George Pataki,0.00
05/29/2016,George Pataki,0.00
12/28/2014,Rand Paul,0.28
01/04/2015,Rand Paul,0.40
01/11/2015,Rand Paul,0.60
01/18/2015,Rand Paul,0.75
01/25/2015,Rand Paul,0.70
02/01/2015,Rand Paul,2.18
02/08/2015,Rand Paul,0.75
02/15/2015,Rand Paul,0.71
02/22/2015,Rand Paul,0.76
03/01/2015,Rand Paul,1.08
03/08/2015,Rand Paul,0.80
03/15/2015,Rand Paul,0.74
03/22/2015,Rand Paul,1.22
03/29/2015,Rand Paul,0.71
04/05/2015,Rand Paul,11.87
04/12/2015,Rand Paul,5.27
04/19/2015,Rand Paul,2.27
04/26/2015,Rand Paul,1.52
05/03/2015,Rand Paul,1.12
05/10/2015,Rand Paul,1.18
05/17/2015,Rand Paul,2.85
05/24/2015,Rand Paul,2.29
05/31/2015,Rand Paul,2.79
06/07/2015,Rand Paul,1.19
06/14/2015,Rand Paul,1.78
06/21/2015,Rand Paul,1.49
06/28/2015,Rand Paul,1.57
07/05/2015,Rand Paul,1.14
07/12/2015,Rand Paul,1.09
07/19/2015,Rand Paul,1.23
07/26/2015,Rand Paul,1.15
08/02/2015,Rand Paul,4.73
08/09/2015,Rand Paul,2.44
08/16/2015,Rand Paul,1.32
08/23/2015,Rand Paul,1.30
08/30/2015,Rand Paul,1.13
09/06/2015,Rand Paul,1.16
09/13/2015,Rand Paul,4.03
09/20/2015,Rand Paul,1.58
09/27/2015,Rand Paul,1.24
10/04/2015,Rand Paul,0.95
10/11/2015,Rand Paul,1.30
10/18/2015,Rand Paul,0.99
10/25/2015,Rand Paul,2.02
11/01/2015,Rand Paul,1.19
11/08/2015,Rand Paul,2.51
11/15/2015,Rand Paul,1.28
11/22/2015,Rand Paul,0.77
11/29/2015,Rand Paul,0.80
12/06/2015,Rand Paul,1.09
12/13/2015,Rand Paul,2.65
12/20/2015,Rand Paul,1.40
12/27/2015,Rand Paul,0.90
01/03/2016,Rand Paul,1.46
01/10/2016,Rand Paul,2.81
01/17/2016,Rand Paul,1.96
01/24/2016,Rand Paul,3.35
01/31/2016,Rand Paul,5.02
02/07/2016,Rand Paul,1.19
02/14/2016,Rand Paul,0.69
02/21/2016,Rand Paul,0.66
02/28/2016,Rand Paul,0.89
03/06/2016,Rand Paul,0.71
03/13/2016,Rand Paul,0.57
03/20/2016,Rand Paul,0.40
03/27/2016,Rand Paul,0.72
04/03/2016,Rand Paul,0.00
04/10/2016,Rand Paul,0.39
04/17/2016,Rand Paul,0.31
04/24/2016,Rand Paul,0.00
05/01/2016,Rand Paul,1.03
05/08/2016,Rand Paul,0.38
05/15/2016,Rand Paul,0.36
05/22/2016,Rand Paul,0.00
05/29/2016,Rand Paul,0.22
12/28/2014,Marco Rubio,0.44
01/04/2015,Marco Rubio,0.40
01/11/2015,Marco Rubio,1.01
01/18/2015,Marco Rubio,1.19
01/25/2015,Marco Rubio,0.86
02/01/2015,Marco Rubio,0.53
02/08/2015,Marco Rubio,0.50
02/15/2015,Marco Rubio,0.52
02/22/2015,Marco Rubio,0.74
03/01/2015,Marco Rubio,0.65
03/08/2015,Marco Rubio,0.73
03/15/2015,Marco Rubio,0.60
03/22/2015,Marco Rubio,0.83
03/29/2015,Marco Rubio,0.93
04/05/2015,Marco Rubio,1.07
04/12/2015,Marco Rubio,13.19
04/19/2015,Marco Rubio,2.73
04/26/2015,Marco Rubio,1.26
05/03/2015,Marco Rubio,1.13
05/10/2015,Marco Rubio,1.65
05/17/2015,Marco Rubio,1.33
05/24/2015,Marco Rubio,1.05
05/31/2015,Marco Rubio,1.44
06/07/2015,Marco Rubio,2.42
06/14/2015,Marco Rubio,1.67
06/21/2015,Marco Rubio,1.19
06/28/2015,Marco Rubio,1.27
07/05/2015,Marco Rubio,1.20
07/12/2015,Marco Rubio,1.02
07/19/2015,Marco Rubio,1.36
07/26/2015,Marco Rubio,0.99
08/02/2015,Marco Rubio,6.48
08/09/2015,Marco Rubio,3.06
08/16/2015,Marco Rubio,2.04
08/23/2015,Marco Rubio,1.34
08/30/2015,Marco Rubio,1.14
09/06/2015,Marco Rubio,0.95
09/13/2015,Marco Rubio,6.96
09/20/2015,Marco Rubio,4.09
09/27/2015,Marco Rubio,2.59
10/04/2015,Marco Rubio,2.38
10/11/2015,Marco Rubio,2.01
10/18/2015,Marco Rubio,1.77
10/25/2015,Marco Rubio,8.58
11/01/2015,Marco Rubio,4.90
11/08/2015,Marco Rubio,6.11
11/15/2015,Marco Rubio,3.16
11/22/2015,Marco Rubio,2.75
11/29/2015,Marco Rubio,2.99
12/06/2015,Marco Rubio,3.39
12/13/2015,Marco Rubio,7.00
12/20/2015,Marco Rubio,3.26
12/27/2015,Marco Rubio,2.42
01/03/2016,Marco Rubio,3.78
01/10/2016,Marco Rubio,5.21
01/17/2016,Marco Rubio,5.25
01/24/2016,Marco Rubio,7.65
01/31/2016,Marco Rubio,22.25
02/07/2016,Marco Rubio,20.25
02/14/2016,Marco Rubio,14.00
02/21/2016,Marco Rubio,30.34
02/28/2016,Marco Rubio,31.89
03/06/2016,Marco Rubio,21.75
03/13/2016,Marco Rubio,25.08
03/20/2016,Marco Rubio,4.21
03/27/2016,Marco Rubio,2.52
04/03/2016,Marco Rubio,1.77
04/10/2016,Marco Rubio,1.59
04/17/2016,Marco Rubio,1.59
04/24/2016,Marco Rubio,1.71
05/01/2016,Marco Rubio,1.93
05/08/2016,Marco Rubio,1.11
05/15/2016,Marco Rubio,0.9
05/22/2016,Marco Rubio,2.44
05/29/2016,Marco Rubio,1.42
12/28/2014,Rick Santorum,0
01/04/2015,Rick Santorum,0.21
01/11/2015,Rick Santorum,0.12
01/18/2015,Rick Santorum,0.17
01/25/2015,Rick Santorum,0.18
02/01/2015,Rick Santorum,0.11
02/08/2015,Rick Santorum,0.42
02/15/2015,Rick Santorum,0.15
02/22/2015,Rick Santorum,0.16
03/01/2015,Rick Santorum,0.11
03/08/2015,Rick Santorum,0.11
03/15/2015,Rick Santorum,0.22
03/22/2015,Rick Santorum,0.18
03/29/2015,Rick Santorum,0.13
04/05/2015,Rick Santorum,0.21
04/12/2015,Rick Santorum,0.19
04/19/2015,Rick Santorum,0.15
04/26/2015,Rick Santorum,0.14
05/03/2015,Rick Santorum,0.28
05/10/2015,Rick Santorum,0.16
05/17/2015,Rick Santorum,0.17
05/24/2015,Rick Santorum,1.94
05/31/2015,Rick Santorum,0.83
06/07/2015,Rick Santorum,0.47
06/14/2015,Rick Santorum,0.45
06/21/2015,Rick Santorum,0.4
06/28/2015,Rick Santorum,0.26
07/05/2015,Rick Santorum,0.31
07/12/2015,Rick Santorum,0.26
07/19/2015,Rick Santorum,0.55
07/26/2015,Rick Santorum,0.22
08/02/2015,Rick Santorum,0.67
08/09/2015,Rick Santorum,0.3
08/16/2015,Rick Santorum,0.25
08/23/2015,Rick Santorum,0.25
08/30/2015,Rick Santorum,0.29
09/06/2015,Rick Santorum,0.2
09/13/2015,Rick Santorum,0.7
09/20/2015,Rick Santorum,0.29
09/27/2015,Rick Santorum,0.31
10/04/2015,Rick Santorum,0.21
10/11/2015,Rick Santorum,0.2
10/18/2015,Rick Santorum,0.18
10/25/2015,Rick Santorum,0.29
11/01/2015,Rick Santorum,0.19
11/08/2015,Rick Santorum,0.4
11/15/2015,Rick Santorum,0.21
11/22/2015,Rick Santorum,0.14
11/29/2015,Rick Santorum,0.12
12/06/2015,Rick Santorum,0.17
12/13/2015,Rick Santorum,0.47
12/20/2015,Rick Santorum,0.18
12/27/2015,Rick Santorum,0.15
01/03/2016,Rick Santorum,0.21
01/10/2016,Rick Santorum,0.77
01/17/2016,Rick Santorum,0.29
01/24/2016,Rick Santorum,0.75
01/31/2016,Rick Santorum,1.46
02/07/2016,Rick Santorum,0.25
02/14/2016,Rick Santorum,0.14
02/21/2016,Rick Santorum,0.24
02/28/2016,Rick Santorum,0.16
03/06/2016,Rick Santorum,0.11
03/13/2016,Rick Santorum,0.11
03/20/2016,Rick Santorum,0.09
03/27/2016,Rick Santorum,0
04/03/2016,Rick Santorum,0
04/10/2016,Rick Santorum,0
04/17/2016,Rick Santorum,0
04/24/2016,Rick Santorum,0
05/01/2016,Rick Santorum,0
05/08/2016,Rick Santorum,0
05/15/2016,Rick Santorum,0
05/22/2016,Rick Santorum,0
05/29/2016,Rick Santorum,0
12/28/2014,Donald Trump,1
01/04/2015,Donald Trump,1.92
01/11/2015,Donald Trump,1.33
01/18/2015,Donald Trump,1.78
01/25/2015,Donald Trump,2.37
02/01/2015,Donald Trump,1.31
02/08/2015,Donald Trump,1.18
02/15/2015,Donald Trump,1.92
02/22/2015,Donald Trump,1.56
03/01/2015,Donald Trump,1.17
03/08/2015,Donald Trump,0.95
03/15/2015,Donald Trump,1.3
03/22/2015,Donald Trump,1.1
03/29/2015,Donald Trump,0.96
04/05/2015,Donald Trump,0.93
04/12/2015,Donald Trump,1.05
04/19/2015,Donald Trump,0.95
04/26/2015,Donald Trump,1.39
05/03/2015,Donald Trump,1.09
05/10/2015,Donald Trump,1.04
05/17/2015,Donald Trump,0.86
05/24/2015,Donald Trump,1
05/31/2015,Donald Trump,1.11
06/07/2015,Donald Trump,0.94
06/14/2015,Donald Trump,33.24
06/21/2015,Donald Trump,17.33
06/28/2015,Donald Trump,34.4
07/05/2015,Donald Trump,20.96
07/12/2015,Donald Trump,31.82
07/19/2015,Donald Trump,34.57
07/26/2015,Donald Trump,21.18
08/02/2015,Donald Trump,37.07
08/09/2015,Donald Trump,33.01
08/16/2015,Donald Trump,33.82
08/23/2015,Donald Trump,42.29
08/30/2015,Donald Trump,28.12
09/06/2015,Donald Trump,23.2
09/13/2015,Donald Trump,38.1
09/20/2015,Donald Trump,25.24
09/27/2015,Donald Trump,21.69
10/04/2015,Donald Trump,17.12
10/11/2015,Donald Trump,20.06
10/18/2015,Donald Trump,18.19
10/25/2015,Donald Trump,20.18
11/01/2015,Donald Trump,15.74
11/08/2015,Donald Trump,24.22
11/15/2015,Donald Trump,20.1
11/22/2015,Donald Trump,19.03
11/29/2015,Donald Trump,18.38
12/06/2015,Donald Trump,49.05
12/13/2015,Donald Trump,30.98
12/20/2015,Donald Trump,30.78
12/27/2015,Donald Trump,18.5
01/03/2016,Donald Trump,22.6
01/10/2016,Donald Trump,26.4
01/17/2016,Donald Trump,28.77
01/24/2016,Donald Trump,41.84
01/31/2016,Donald Trump,38.52
02/07/2016,Donald Trump,35.8
02/14/2016,Donald Trump,38.82
02/21/2016,Donald Trump,64.59
02/28/2016,Donald Trump,100
03/06/2016,Donald Trump,69.72
03/13/2016,Donald Trump,77.54
03/20/2016,Donald Trump,51.13
03/27/2016,Donald Trump,43.43
04/03/2016,Donald Trump,40.09
04/10/2016,Donald Trump,31.33
04/17/2016,Donald Trump,34.1
04/24/2016,Donald Trump,36.48
05/01/2016,Donald Trump,55.88
05/08/2016,Donald Trump,36.1
05/15/2016,Donald Trump,28.58
05/22/2016,Donald Trump,34.24
05/29/2016,Donald Trump,27.42
