date,Candidate,search interest (indexed 1-100),
Jul 17 2015,Ben Carson,1.04,
Jul 18 2015,Ben Carson,1.00,
Jul 19 2015,Ben Carson,1.22,
Jul 20 2015,Ben Carson,0.92,
Jul 21 2015,Ben Carson,1.19,
Jul 22 2015,Ben Carson,1.17,
Jul 23 2015,Ben Carson,1.12,
Jul 24 2015,Ben Carson,0.95,
Jul 25 2015,Ben Carson,0.90,
Jul 26 2015,Ben Carson,0.91,
Jul 27 2015,Ben Carson,0.91,
Jul 28 2015,Ben Carson,1.02,
Jul 29 2015,Ben Carson,1.31,
Jul 30 2015,Ben Carson,1.23,
Jul 31 2015,Ben Carson,1.24,
Aug 1 2015,Ben Carson,1.15,
Aug 2 2015,Ben Carson,1.99,
Aug 3 2015,Ben Carson,1.58,
Aug 4 2015,Ben Carson,2.09,
Aug 5 2015,Ben Carson,2.31,
Aug 6 2015,Ben Carson,2.93,
Aug 7 2015,Ben Carson,35.66,
Aug 8 2015,Ben Carson,10.37,
Aug 9 2015,Ben Carson,6.34,
Aug 10 2015,Ben Carson,4.63,
Aug 11 2015,Ben Carson,4.47,
Aug 12 2015,Ben Carson,3.87,
Aug 13 2015,Ben Carson,6.21,
Aug 14 2015,Ben Carson,5.12,
Aug 15 2015,Ben Carson,3.95,
Aug 16 2015,Ben Carson,4.32,
Aug 17 2015,Ben Carson,4.34,
Aug 18 2015,Ben Carson,3.99,
Aug 19 2015,Ben Carson,3.79,
Aug 20 2015,Ben Carson,3.77,
Aug 21 2015,Ben Carson,2.78,
Aug 22 2015,Ben Carson,2.77,
Aug 23 2015,Ben Carson,3.33,
Aug 24 2015,Ben Carson,2.30,
Aug 25 2015,Ben Carson,3.98,
Aug 26 2015,Ben Carson,3.44,
Aug 27 2015,Ben Carson,3.39,
Aug 28 2015,Ben Carson,3.28,
Aug 29 2015,Ben Carson,3.17,
Aug 30 2015,Ben Carson,4.72,
Aug 31 2015,Ben Carson,7.18,
Sep 1 2015,Ben Carson,9.95,
Sep 2 2015,Ben Carson,5.92,
Sep 3 2015,Ben Carson,6.29,
Sep 4 2015,Ben Carson,5.76,
Sep 5 2015,Ben Carson,4.66,
Sep 6 2015,Ben Carson,5.44,
Sep 7 2015,Ben Carson,5.71,
Sep 8 2015,Ben Carson,4.32,
Sep 9 2015,Ben Carson,4.62,
Sep 10 2015,Ben Carson,7.98,
Sep 11 2015,Ben Carson,7.59,
Sep 12 2015,Ben Carson,5.40,
Sep 13 2015,Ben Carson,5.77,
Sep 14 2015,Ben Carson,6.11,
Sep 15 2015,Ben Carson,8.83,
Sep 16 2015,Ben Carson,10.61,
Sep 17 2015,Ben Carson,26.39,
Sep 18 2015,Ben Carson,8.39,
Sep 19 2015,Ben Carson,5.94,
Sep 20 2015,Ben Carson,7.21,
Sep 21 2015,Ben Carson,12.03,
Sep 22 2015,Ben Carson,11.85,
Sep 23 2015,Ben Carson,7.95,
Sep 24 2015,Ben Carson,6.20,
Sep 25 2015,Ben Carson,5.27,
Sep 26 2015,Ben Carson,4.55,
Sep 27 2015,Ben Carson,5.20,
Sep 28 2015,Ben Carson,6.16,
Sep 29 2015,Ben Carson,6.13,
Sep 30 2015,Ben Carson,5.10,
Oct 1 2015,Ben Carson,5.53,
Oct 2 2015,Ben Carson,4.47,
Oct 3 2015,Ben Carson,4.99,
Oct 4 2015,Ben Carson,4.42,
Oct 5 2015,Ben Carson,3.80,
Oct 6 2015,Ben Carson,5.87,
Oct 7 2015,Ben Carson,10.31,
Oct 8 2015,Ben Carson,12.32,
Oct 9 2015,Ben Carson,13.61,
Oct 10 2015,Ben Carson,10.10,
Oct 11 2015,Ben Carson,7.73,
Oct 12 2015,Ben Carson,6.40,
Oct 13 2015,Ben Carson,6.09,
Oct 14 2015,Ben Carson,7.16,
Oct 15 2015,Ben Carson,7.91,
Oct 16 2015,Ben Carson,7.03,
Oct 17 2015,Ben Carson,4.71,
Oct 18 2015,Ben Carson,4.91,
Oct 19 2015,Ben Carson,4.93,
Oct 20 2015,Ben Carson,6.06,
Oct 21 2015,Ben Carson,5.70,
Oct 22 2015,Ben Carson,5.94,
Oct 23 2015,Ben Carson,7.89,
Oct 24 2015,Ben Carson,7.83,
Oct 25 2015,Ben Carson,10.75,
Oct 26 2015,Ben Carson,12.16,
Oct 27 2015,Ben Carson,15.73,
Oct 28 2015,Ben Carson,14.41,
Oct 29 2015,Ben Carson,19.91,
Oct 30 2015,Ben Carson,9.45,
Oct 31 2015,Ben Carson,7.47,
Nov 1 2015,Ben Carson,6.78,
Nov 2 2015,Ben Carson,6.40,
Nov 3 2015,Ben Carson,9.89,
Nov 4 2015,Ben Carson,9.64,
Nov 5 2015,Ben Carson,15.74,
Nov 6 2015,Ben Carson,33.45,
Nov 7 2015,Ben Carson,32.68,
Nov 8 2015,Ben Carson,23.22,
Nov 9 2015,Ben Carson,18.22,
Nov 10 2015,Ben Carson,16.92,
Nov 11 2015,Ben Carson,18.62,
Nov 12 2015,Ben Carson,10.76,
Nov 13 2015,Ben Carson,12.84,
Nov 14 2015,Ben Carson,10.72,
Nov 15 2015,Ben Carson,9.51,
Nov 16 2015,Ben Carson,7.43,
Nov 17 2015,Ben Carson,7.09,
Nov 18 2015,Ben Carson,7.37,
Nov 19 2015,Ben Carson,8.26,
Nov 20 2015,Ben Carson,7.20,
Nov 21 2015,Ben Carson,5.80,
Nov 22 2015,Ben Carson,6.12,
Nov 23 2015,Ben Carson,5.99,
Nov 24 2015,Ben Carson,5.84,
Nov 25 2015,Ben Carson,4.75,
Nov 26 2015,Ben Carson,5.23,
Nov 27 2015,Ben Carson,4.21,
Nov 28 2015,Ben Carson,4.50,
Nov 29 2015,Ben Carson,4.24,
Nov 30 2015,Ben Carson,3.16,
Dec 1 2015,Ben Carson,3.61,
Dec 2 2015,Ben Carson,3.30,
Dec 3 2015,Ben Carson,3.45,
Dec 4 2015,Ben Carson,3.82,
Dec 5 2015,Ben Carson,3.75,
Dec 6 2015,Ben Carson,3.21,
Dec 7 2015,Ben Carson,3.09,
Dec 8 2015,Ben Carson,3.80,
Dec 9 2015,Ben Carson,3.87,
Dec 10 2015,Ben Carson,3.51,
Dec 11 2015,Ben Carson,4.22,
Dec 12 2015,Ben Carson,3.84,
Dec 13 2015,Ben Carson,3.27,
Dec 14 2015,Ben Carson,3.23,
Dec 15 2015,Ben Carson,3.02,
Dec 16 2015,Ben Carson,9.59,
Dec 17 2015,Ben Carson,3.73,
Dec 18 2015,Ben Carson,2.83,
Dec 19 2015,Ben Carson,2.82,
Dec 20 2015,Ben Carson,3.16,
Dec 21 2015,Ben Carson,2.45,
Dec 22 2015,Ben Carson,2.80,
Dec 23 2015,Ben Carson,2.38,
Dec 24 2015,Ben Carson,2.77,
Dec 25 2015,Ben Carson,2.41,
Dec 26 2015,Ben Carson,1.82,
Dec 27 2015,Ben Carson,2.03,
Dec 28 2015,Ben Carson,1.66,
Dec 29 2015,Ben Carson,1.80,
Dec 30 2015,Ben Carson,1.74,
Dec 31 2015,Ben Carson,3.30,
Jan 1 2016,Ben Carson,3.95,
Jan 2 2016,Ben Carson,2.60,
Jan 3 2016,Ben Carson,2.35,
Jan 4 2016,Ben Carson,2.17,
Jan 5 2016,Ben Carson,2.51,
Jan 6 2016,Ben Carson,2.29,
Jan 7 2016,Ben Carson,2.55,
Jan 8 2016,Ben Carson,2.66,
Jan 9 2016,Ben Carson,2.21,
Jan 10 2016,Ben Carson,2.00,
Jan 11 2016,Ben Carson,1.87,
Jan 12 2016,Ben Carson,2.15,
Jan 13 2016,Ben Carson,2.41,
Jan 14 2016,Ben Carson,2.15,
Jan 15 2016,Ben Carson,5.60,
Jan 16 2016,Ben Carson,2.62,
Jan 17 2016,Ben Carson,2.35,
Jan 18 2016,Ben Carson,2.45,
Jan 19 2016,Ben Carson,3.47,
Jan 20 2016,Ben Carson,5.87,
Jan 21 2016,Ben Carson,2.91,
Jan 22 2016,Ben Carson,2.25,
Jan 23 2016,Ben Carson,2.11,
Jan 24 2016,Ben Carson,2.03,
Jan 25 2016,Ben Carson,1.92,
Jan 26 2016,Ben Carson,2.33,
Jan 27 2016,Ben Carson,2.62,
Jan 28 2016,Ben Carson,2.64,
Jan 29 2016,Ben Carson,6.04,
Jan 30 2016,Ben Carson,2.86,
Jan 31 2016,Ben Carson,2.99,
Feb 1 2016,Ben Carson,3.36,
Feb 2 2016,Ben Carson,8.97,
Feb 3 2016,Ben Carson,6.64,
Feb 4 2016,Ben Carson,6.65,
Feb 5 2016,Ben Carson,4.11,
Feb 6 2016,Ben Carson,3.25,
Feb 7 2016,Ben Carson,10.56,
Feb 8 2016,Ben Carson,4.16,
Feb 9 2016,Ben Carson,4.31,
Feb 10 2016,Ben Carson,8.07,
Feb 11 2016,Ben Carson,4.97,
Feb 12 2016,Ben Carson,3.40,
Feb 13 2016,Ben Carson,3.02,
Feb 14 2016,Ben Carson,8.53,
Feb 15 2016,Ben Carson,3.27,
Feb 16 2016,Ben Carson,2.93,
Feb 17 2016,Ben Carson,3.02,
Feb 18 2016,Ben Carson,4.54,
Feb 19 2016,Ben Carson,3.44,
Feb 20 2016,Ben Carson,3.41,
Feb 21 2016,Ben Carson,10.55,
Feb 22 2016,Ben Carson,4.86,
Feb 23 2016,Ben Carson,4.89,
Feb 24 2016,Ben Carson,6.19,
Feb 25 2016,Ben Carson,5.02,
Feb 26 2016,Ben Carson,11.79,
Feb 27 2016,Ben Carson,5.51,
Feb 28 2016,Ben Carson,4.80,
Feb 29 2016,Ben Carson,4.35,
Mar 1 2016,Ben Carson,7.61,
Mar 2 2016,Ben Carson,20.13,
Mar 3 2016,Ben Carson,13.26,
Mar 4 2016,Ben Carson,12.80,
Mar 5 2016,Ben Carson,8.98,
Mar 6 2016,Ben Carson,4.44,
Mar 7 2016,Ben Carson,3.99,
Mar 8 2016,Ben Carson,2.58,
Mar 9 2016,Ben Carson,2.83,
Mar 10 2016,Ben Carson,2.72,
Mar 11 2016,Ben Carson,21.79,
Mar 12 2016,Ben Carson,9.02,
Mar 13 2016,Ben Carson,5.74,
Mar 14 2016,Ben Carson,4.28,
Mar 15 2016,Ben Carson,4.45,
Mar 16 2016,Ben Carson,4.50,
Mar 17 2016,Ben Carson,2.42,
Mar 18 2016,Ben Carson,1.82,
Mar 19 2016,Ben Carson,1.72,
Mar 20 2016,Ben Carson,1.59,
Mar 21 2016,Ben Carson,1.61,
Jan 1 2015,Chris Christie,0.00,
Jan 2 2015,Chris Christie,0.00,
Jan 3 2015,Chris Christie,0.00,
Jan 4 2015,Chris Christie,0.00,
Jan 5 2015,Chris Christie,11.75,
Jan 6 2015,Chris Christie,3.55,
Jan 7 2015,Chris Christie,2.36,
Jan 8 2015,Chris Christie,1.26,
Jan 9 2015,Chris Christie,1.07,
Jan 10 2015,Chris Christie,1.34,
Jan 11 2015,Chris Christie,3.38,
Jan 12 2015,Chris Christie,2.16,
Jan 13 2015,Chris Christie,1.16,
Jan 14 2015,Chris Christie,0.91,
Jan 15 2015,Chris Christie,0.58,
Jan 16 2015,Chris Christie,0.53,
Jan 17 2015,Chris Christie,0.47,
Jan 18 2015,Chris Christie,0.47,
Jan 19 2015,Chris Christie,0.47,
Jan 20 2015,Chris Christie,0.47,
Jan 21 2015,Chris Christie,0.47,
Jan 22 2015,Chris Christie,0.47,
Jan 23 2015,Chris Christie,0.47,
Jan 24 2015,Chris Christie,0.54,
Jan 25 2015,Chris Christie,0.61,
Jan 26 2015,Chris Christie,1.52,
Jan 27 2015,Chris Christie,0.79,
Jan 28 2015,Chris Christie,0.47,
Jan 29 2015,Chris Christie,0.84,
Jan 30 2015,Chris Christie,1.20,
Jan 31 2015,Chris Christie,1.48,
Feb 1 2015,Chris Christie,0.81,
Feb 2 2015,Chris Christie,1.35,
Feb 3 2015,Chris Christie,1.96,
Feb 4 2015,Chris Christie,1.09,
Feb 5 2015,Chris Christie,0.77,
Feb 6 2015,Chris Christie,1.04,
Feb 7 2015,Chris Christie,0.71,
Feb 8 2015,Chris Christie,0.59,
Feb 9 2015,Chris Christie,0.49,
Feb 10 2015,Chris Christie,0.51,
Feb 11 2015,Chris Christie,0.53,
Feb 12 2015,Chris Christie,0.56,
Feb 13 2015,Chris Christie,0.50,
Feb 14 2015,Chris Christie,0.45,
Feb 15 2015,Chris Christie,0.45,
Feb 16 2015,Chris Christie,0.45,
Feb 17 2015,Chris Christie,0.45,
Feb 18 2015,Chris Christie,0.48,
Feb 19 2015,Chris Christie,0.54,
Feb 20 2015,Chris Christie,0.55,
Feb 21 2015,Chris Christie,0.45,
Feb 22 2015,Chris Christie,0.45,
Feb 23 2015,Chris Christie,0.45,
Feb 24 2015,Chris Christie,1.01,
Feb 25 2015,Chris Christie,0.81,
Feb 26 2015,Chris Christie,0.88,
Feb 27 2015,Chris Christie,0.75,
Feb 28 2015,Chris Christie,0.57,
Mar 1 2015,Chris Christie,0.54,
Mar 2 2015,Chris Christie,0.54,
Mar 3 2015,Chris Christie,0.50,
Mar 4 2015,Chris Christie,0.50,
Mar 5 2015,Chris Christie,0.94,
Mar 6 2015,Chris Christie,0.49,
Mar 7 2015,Chris Christie,0.56,
Mar 8 2015,Chris Christie,0.55,
Mar 9 2015,Chris Christie,0.47,
Mar 10 2015,Chris Christie,0.52,
Mar 11 2015,Chris Christie,0.47,
Mar 12 2015,Chris Christie,0.54,
Mar 13 2015,Chris Christie,0.48,
Mar 14 2015,Chris Christie,0.00,
Mar 15 2015,Chris Christie,0.00,
Mar 16 2015,Chris Christie,0.00,
Mar 17 2015,Chris Christie,0.00,
Mar 18 2015,Chris Christie,0.00,
Mar 19 2015,Chris Christie,0.51,
Mar 20 2015,Chris Christie,0.52,
Mar 21 2015,Chris Christie,0.52,
Mar 22 2015,Chris Christie,0.53,
Mar 23 2015,Chris Christie,0.54,
Mar 24 2015,Chris Christie,0.55,
Mar 25 2015,Chris Christie,0.58,
Mar 26 2015,Chris Christie,0.60,
Mar 27 2015,Chris Christie,0.47,
Mar 28 2015,Chris Christie,0.47,
Mar 29 2015,Chris Christie,0.47,
Mar 30 2015,Chris Christie,0.47,
Mar 31 2015,Chris Christie,0.47,
Apr 1 2015,Chris Christie,0.60,
Apr 2 2015,Chris Christie,0.52,
Apr 3 2015,Chris Christie,0.48,
Apr 4 2015,Chris Christie,0.48,
Apr 5 2015,Chris Christie,0.48,
Apr 6 2015,Chris Christie,0.48,
Apr 7 2015,Chris Christie,0.48,
Apr 8 2015,Chris Christie,0.47,
Apr 9 2015,Chris Christie,0.56,
Apr 10 2015,Chris Christie,0.51,
Apr 11 2015,Chris Christie,0.57,
Apr 12 2015,Chris Christie,0.62,
Apr 13 2015,Chris Christie,0.68,
Apr 14 2015,Chris Christie,1.53,
Apr 15 2015,Chris Christie,1.73,
Apr 16 2015,Chris Christie,1.72,
Apr 17 2015,Chris Christie,1.01,
Apr 18 2015,Chris Christie,0.86,
Apr 19 2015,Chris Christie,0.90,
Apr 20 2015,Chris Christie,1.03,
Apr 21 2015,Chris Christie,0.70,
Apr 22 2015,Chris Christie,0.60,
Apr 23 2015,Chris Christie,0.92,
Apr 24 2015,Chris Christie,0.90,
Apr 25 2015,Chris Christie,0.66,
Apr 26 2015,Chris Christie,0.50,
Apr 27 2015,Chris Christie,0.50,
Apr 28 2015,Chris Christie,0.44,
Apr 29 2015,Chris Christie,0.53,
Apr 30 2015,Chris Christie,0.53,
May 1 2015,Chris Christie,1.54,
May 2 2015,Chris Christie,0.95,
May 3 2015,Chris Christie,0.73,
May 4 2015,Chris Christie,0.62,
May 5 2015,Chris Christie,0.68,
May 6 2015,Chris Christie,0.54,
May 7 2015,Chris Christie,0.56,
May 8 2015,Chris Christie,0.62,
May 9 2015,Chris Christie,0.74,
May 10 2015,Chris Christie,0.86,
May 11 2015,Chris Christie,0.98,
May 12 2015,Chris Christie,1.35,
May 13 2015,Chris Christie,0.72,
May 14 2015,Chris Christie,0.57,
May 15 2015,Chris Christie,0.55,
May 16 2015,Chris Christie,0.50,
May 17 2015,Chris Christie,0.50,
May 18 2015,Chris Christie,0.50,
May 19 2015,Chris Christie,0.63,
May 20 2015,Chris Christie,0.52,
May 21 2015,Chris Christie,0.57,
May 22 2015,Chris Christie,0.55,
May 23 2015,Chris Christie,0.52,
May 24 2015,Chris Christie,0.52,
May 25 2015,Chris Christie,0.52,
May 26 2015,Chris Christie,0.52,
May 27 2015,Chris Christie,0.52,
May 28 2015,Chris Christie,0.84,
May 29 2015,Chris Christie,0.84,
May 30 2015,Chris Christie,0.52,
May 31 2015,Chris Christie,0.52,
Jun 1 2015,Chris Christie,0.52,
Jun 2 2015,Chris Christie,0.52,
Jun 3 2015,Chris Christie,0.56,
Jun 4 2015,Chris Christie,1.53,
Jun 5 2015,Chris Christie,3.31,
Jun 6 2015,Chris Christie,2.55,
Jun 7 2015,Chris Christie,1.98,
Jun 8 2015,Chris Christie,1.51,
Jun 9 2015,Chris Christie,1.85,
Jun 10 2015,Chris Christie,1.31,
Jun 11 2015,Chris Christie,0.78,
Jun 12 2015,Chris Christie,0.74,
Jun 13 2015,Chris Christie,0.72,
Jun 14 2015,Chris Christie,1.32,
Jun 15 2015,Chris Christie,1.35,
Jun 16 2015,Chris Christie,1.07,
Jun 17 2015,Chris Christie,0.86,
Jun 18 2015,Chris Christie,0.54,
Jun 19 2015,Chris Christie,0.51,
Jun 20 2015,Chris Christie,0.52,
Jun 21 2015,Chris Christie,0.53,
Jun 22 2015,Chris Christie,0.54,
Jun 23 2015,Chris Christie,0.56,
Jun 24 2015,Chris Christie,0.57,
Jun 25 2015,Chris Christie,1.35,
Jun 26 2015,Chris Christie,1.16,
Jun 27 2015,Chris Christie,1.20,
Jun 28 2015,Chris Christie,1.13,
Jun 29 2015,Chris Christie,1.32,
Jun 30 2015,Chris Christie,10.08,
Jul 1 2015,Chris Christie,5.52,
Jul 2 2015,Chris Christie,2.21,
Jul 3 2015,Chris Christie,1.49,
Jul 4 2015,Chris Christie,1.32,
Jul 5 2015,Chris Christie,1.61,
Jul 6 2015,Chris Christie,1.19,
Jul 7 2015,Chris Christie,0.96,
Jul 8 2015,Chris Christie,0.80,
Jul 9 2015,Chris Christie,0.84,
Jul 10 2015,Chris Christie,1.02,
Jul 11 2015,Chris Christie,0.62,
Jul 12 2015,Chris Christie,0.64,
Jul 13 2015,Chris Christie,0.60,
Jul 14 2015,Chris Christie,0.56,
Jul 15 2015,Chris Christie,0.61,
Jul 16 2015,Chris Christie,0.57,
Jul 17 2015,Chris Christie,0.56,
Jul 18 2015,Chris Christie,0.76,
Jul 19 2015,Chris Christie,0.55,
Jul 20 2015,Chris Christie,0.55,
Jul 21 2015,Chris Christie,0.67,
Jul 22 2015,Chris Christie,0.71,
Jul 23 2015,Chris Christie,0.67,
Jul 24 2015,Chris Christie,0.69,
Jul 25 2015,Chris Christie,0.66,
Jul 26 2015,Chris Christie,0.66,
Jul 27 2015,Chris Christie,0.67,
Jul 28 2015,Chris Christie,0.68,
Jul 29 2015,Chris Christie,1.07,
Jul 30 2015,Chris Christie,0.68,
Jul 31 2015,Chris Christie,0.70,
Aug 1 2015,Chris Christie,0.68,
Aug 2 2015,Chris Christie,0.95,
Aug 3 2015,Chris Christie,1.63,
Aug 4 2015,Chris Christie,1.73,
Aug 5 2015,Chris Christie,1.77,
Aug 6 2015,Chris Christie,2.79,
Aug 7 2015,Chris Christie,10.06,
Aug 8 2015,Chris Christie,2.75,
Aug 9 2015,Chris Christie,1.81,
Aug 10 2015,Chris Christie,1.28,
Aug 11 2015,Chris Christie,0.87,
Aug 12 2015,Chris Christie,0.72,
Aug 13 2015,Chris Christie,0.86,
Aug 14 2015,Chris Christie,0.84,
Aug 15 2015,Chris Christie,0.78,
Aug 16 2015,Chris Christie,0.70,
Aug 17 2015,Chris Christie,0.60,
Aug 18 2015,Chris Christie,0.65,
Aug 19 2015,Chris Christie,0.65,
Aug 20 2015,Chris Christie,0.71,
Aug 21 2015,Chris Christie,0.63,
Aug 22 2015,Chris Christie,0.79,
Aug 23 2015,Chris Christie,0.90,
Aug 24 2015,Chris Christie,0.62,
Aug 25 2015,Chris Christie,0.65,
Aug 26 2015,Chris Christie,1.30,
Aug 27 2015,Chris Christie,0.79,
Aug 28 2015,Chris Christie,0.56,
Aug 29 2015,Chris Christie,0.64,
Aug 30 2015,Chris Christie,1.19,
Aug 31 2015,Chris Christie,0.91,
Sep 1 2015,Chris Christie,1.32,
Sep 2 2015,Chris Christie,1.27,
Sep 3 2015,Chris Christie,0.99,
Sep 4 2015,Chris Christie,0.66,
Sep 5 2015,Chris Christie,0.71,
Sep 6 2015,Chris Christie,0.72,
Sep 7 2015,Chris Christie,0.60,
Sep 8 2015,Chris Christie,0.62,
Sep 9 2015,Chris Christie,0.68,
Sep 10 2015,Chris Christie,0.66,
Sep 11 2015,Chris Christie,0.71,
Sep 12 2015,Chris Christie,0.60,
Sep 13 2015,Chris Christie,0.64,
Sep 14 2015,Chris Christie,0.63,
Sep 15 2015,Chris Christie,0.67,
Sep 16 2015,Chris Christie,0.92,
Sep 17 2015,Chris Christie,8.11,
Sep 18 2015,Chris Christie,2.12,
Sep 19 2015,Chris Christie,1.23,
Sep 20 2015,Chris Christie,1.02,
Sep 21 2015,Chris Christie,1.06,
Sep 22 2015,Chris Christie,1.23,
Sep 23 2015,Chris Christie,1.27,
Sep 24 2015,Chris Christie,0.82,
Sep 25 2015,Chris Christie,0.66,
Sep 26 2015,Chris Christie,0.64,
Sep 27 2015,Chris Christie,0.49,
Sep 28 2015,Chris Christie,0.49,
Sep 29 2015,Chris Christie,0.69,
Sep 30 2015,Chris Christie,0.62,
Oct 1 2015,Chris Christie,1.85,
Oct 2 2015,Chris Christie,0.86,
Oct 3 2015,Chris Christie,0.63,
Oct 4 2015,Chris Christie,0.64,
Oct 5 2015,Chris Christie,0.49,
Oct 6 2015,Chris Christie,0.57,
Oct 7 2015,Chris Christie,0.70,
Oct 8 2015,Chris Christie,0.54,
Oct 9 2015,Chris Christie,0.52,
Oct 10 2015,Chris Christie,0.50,
Oct 11 2015,Chris Christie,0.50,
Oct 12 2015,Chris Christie,0.50,
Oct 13 2015,Chris Christie,0.62,
Oct 14 2015,Chris Christie,0.52,
Oct 15 2015,Chris Christie,0.53,
Oct 16 2015,Chris Christie,0.50,
Oct 17 2015,Chris Christie,0.56,
Oct 18 2015,Chris Christie,0.62,
Oct 19 2015,Chris Christie,0.52,
Oct 20 2015,Chris Christie,0.55,
Oct 21 2015,Chris Christie,0.51,
Oct 22 2015,Chris Christie,0.52,
Oct 23 2015,Chris Christie,0.63,
Oct 24 2015,Chris Christie,0.89,
Oct 25 2015,Chris Christie,1.14,
Oct 26 2015,Chris Christie,1.57,
Oct 27 2015,Chris Christie,1.03,
Oct 28 2015,Chris Christie,0.94,
Oct 29 2015,Chris Christie,4.45,
Oct 30 2015,Chris Christie,1.67,
Oct 31 2015,Chris Christie,1.02,
Nov 1 2015,Chris Christie,0.82,
Nov 2 2015,Chris Christie,0.98,
Nov 3 2015,Chris Christie,0.96,
Nov 4 2015,Chris Christie,2.05,
Nov 5 2015,Chris Christie,1.69,
Nov 6 2015,Chris Christie,2.76,
Nov 7 2015,Chris Christie,1.25,
Nov 8 2015,Chris Christie,0.89,
Nov 9 2015,Chris Christie,0.87,
Nov 10 2015,Chris Christie,1.18,
Nov 11 2015,Chris Christie,3.12,
Nov 12 2015,Chris Christie,1.24,
Nov 13 2015,Chris Christie,0.97,
Nov 14 2015,Chris Christie,0.71,
Nov 15 2015,Chris Christie,0.72,
Nov 16 2015,Chris Christie,0.63,
Nov 17 2015,Chris Christie,0.97,
Nov 18 2015,Chris Christie,1.15,
Nov 19 2015,Chris Christie,0.92,
Nov 20 2015,Chris Christie,0.80,
Nov 21 2015,Chris Christie,0.63,
Nov 22 2015,Chris Christie,0.60,
Nov 23 2015,Chris Christie,0.58,
Nov 24 2015,Chris Christie,0.62,
Nov 25 2015,Chris Christie,0.58,
Nov 26 2015,Chris Christie,0.60,
Nov 27 2015,Chris Christie,0.62,
Nov 28 2015,Chris Christie,0.64,
Nov 29 2015,Chris Christie,0.66,
Nov 30 2015,Chris Christie,0.72,
Dec 1 2015,Chris Christie,1.04,
Dec 2 2015,Chris Christie,0.85,
Dec 3 2015,Chris Christie,0.62,
Dec 4 2015,Chris Christie,0.67,
Dec 5 2015,Chris Christie,0.61,
Dec 6 2015,Chris Christie,0.64,
Dec 7 2015,Chris Christie,0.54,
Dec 8 2015,Chris Christie,0.77,
Dec 9 2015,Chris Christie,0.66,
Dec 10 2015,Chris Christie,0.60,
Dec 11 2015,Chris Christie,0.63,
Dec 12 2015,Chris Christie,0.71,
Dec 13 2015,Chris Christie,0.63,
Dec 14 2015,Chris Christie,0.64,
Dec 15 2015,Chris Christie,0.86,
Dec 16 2015,Chris Christie,5.51,
Dec 17 2015,Chris Christie,1.92,
Dec 18 2015,Chris Christie,1.13,
Dec 19 2015,Chris Christie,1.05,
Dec 20 2015,Chris Christie,0.96,
Dec 21 2015,Chris Christie,0.95,
Dec 22 2015,Chris Christie,1.08,
Dec 23 2015,Chris Christie,0.72,
Dec 24 2015,Chris Christie,0.80,
Dec 25 2015,Chris Christie,0.67,
Dec 26 2015,Chris Christie,0.68,
Dec 27 2015,Chris Christie,0.68,
Dec 28 2015,Chris Christie,0.50,
Dec 29 2015,Chris Christie,0.73,
Dec 30 2015,Chris Christie,0.73,
Dec 31 2015,Chris Christie,0.56,
Jan 1 2016,Chris Christie,0.55,
Jan 2 2016,Chris Christie,0.55,
Jan 3 2016,Chris Christie,0.57,
Jan 4 2016,Chris Christie,0.71,
Jan 5 2016,Chris Christie,0.74,
Jan 6 2016,Chris Christie,0.72,
Jan 7 2016,Chris Christie,0.92,
Jan 8 2016,Chris Christie,0.75,
Jan 9 2016,Chris Christie,0.94,
Jan 10 2016,Chris Christie,0.82,
Jan 11 2016,Chris Christie,0.63,
Jan 12 2016,Chris Christie,0.83,
Jan 13 2016,Chris Christie,0.89,
Jan 14 2016,Chris Christie,0.76,
Jan 15 2016,Chris Christie,3.58,
Jan 16 2016,Chris Christie,1.36,
Jan 17 2016,Chris Christie,1.14,
Jan 18 2016,Chris Christie,1.04,
Jan 19 2016,Chris Christie,1.21,
Jan 20 2016,Chris Christie,1.24,
Jan 21 2016,Chris Christie,1.16,
Jan 22 2016,Chris Christie,1.34,
Jan 23 2016,Chris Christie,2.49,
Jan 24 2016,Chris Christie,1.26,
Jan 25 2016,Chris Christie,1.16,
Jan 26 2016,Chris Christie,2.45,
Jan 27 2016,Chris Christie,2.00,
Jan 28 2016,Chris Christie,1.41,
Jan 29 2016,Chris Christie,4.02,
Jan 30 2016,Chris Christie,1.54,
Jan 31 2016,Chris Christie,1.37,
Feb 1 2016,Chris Christie,1.41,
Feb 2 2016,Chris Christie,2.52,
Feb 3 2016,Chris Christie,1.96,
Feb 4 2016,Chris Christie,1.64,
Feb 5 2016,Chris Christie,1.49,
Feb 6 2016,Chris Christie,1.50,
Feb 7 2016,Chris Christie,8.99,
Feb 8 2016,Chris Christie,3.53,
Feb 9 2016,Chris Christie,4.80,
Feb 10 2016,Chris Christie,15.97,
Feb 11 2016,Chris Christie,7.97,
Feb 12 2016,Chris Christie,3.71,
Feb 13 2016,Chris Christie,2.60,
Feb 14 2016,Chris Christie,2.45,
Feb 15 2016,Chris Christie,1.14,
Feb 16 2016,Chris Christie,1.36,
Feb 17 2016,Chris Christie,1.10,
Feb 18 2016,Chris Christie,1.05,
Feb 19 2016,Chris Christie,0.88,
Feb 20 2016,Chris Christie,0.83,
Feb 21 2016,Chris Christie,1.26,
Feb 22 2016,Chris Christie,0.73,
Feb 23 2016,Chris Christie,0.59,
