key,value,date
Bernie Sanders,27.89,10/18/15
Bernie Sanders,21.6,10/19/15
Bernie Sanders,14.48,10/20/15
Bernie Sanders,12.29,10/21/15
Bernie Sanders,12.25,10/22/15
Bernie Sanders,10.4,10/23/15
Bernie Sanders,9.82,10/24/15
Bernie Sanders,10.19,10/25/15
Bernie Sanders,8.79,10/26/15
Bernie Sanders,9.4,10/27/15
Bernie Sanders,8.51,10/28/15
Bernie Sanders,10.46,10/29/15
Bernie Sanders,8.1,10/30/15
Bernie Sanders,7.69,10/31/15
Bernie Sanders,7.51,11/1/15
Bernie Sanders,7.02,11/2/15
Bernie Sanders,7.86,11/3/15
Bernie Sanders,8.68,11/4/15
Bernie Sanders,9.54,11/5/15
Bernie Sanders,9.38,11/6/15
Bernie Sanders,10.81,11/7/15
Bernie Sanders,12.49,11/8/15
Bernie Sanders,8.61,11/9/15
Bernie Sanders,7.5,11/10/15
Bernie Sanders,8.22,11/11/15
Bernie Sanders,7.73,11/12/15
Bernie Sanders,7.72,11/13/15
Bernie Sanders,7.1,11/14/15
Bernie Sanders,21.21,11/15/15
Bernie Sanders,9.34,11/16/15
Bernie Sanders,8.16,11/17/15
Bernie Sanders,7.21,11/18/15
Bernie Sanders,9.18,11/19/15
Bernie Sanders,8.48,11/20/15
Bernie Sanders,6.72,11/21/15
Bernie Sanders,5.85,11/22/15
Bernie Sanders,6.61,11/23/15
Bernie Sanders,8.76,11/24/15
Bernie Sanders,6.52,11/25/15
Bernie Sanders,6.38,11/26/15
Bernie Sanders,5.32,11/27/15
Bernie Sanders,5.04,11/28/15
Bernie Sanders,6.21,11/29/15
Bernie Sanders,4.99,11/30/15
Bernie Sanders,5.58,12/1/15
Bernie Sanders,5.7,12/2/15
Bernie Sanders,5.7,12/3/15
Bernie Sanders,5.51,12/4/15
Bernie Sanders,5.12,12/5/15
Bernie Sanders,5.43,12/6/15
Bernie Sanders,6.21,12/7/15
Bernie Sanders,7.83,12/8/15
Bernie Sanders,10.93,12/9/15
Bernie Sanders,9.41,12/10/15
Bernie Sanders,7.61,12/11/15
Bernie Sanders,7.12,12/12/15
Bernie Sanders,6.73,12/13/15
Bernie Sanders,6.39,12/14/15
Bernie Sanders,7.25,12/15/15
Bernie Sanders,10.47,12/16/15
Bernie Sanders,9.3,12/17/15
Bernie Sanders,16.94,12/18/15
Bernie Sanders,17.03,12/19/15
Bernie Sanders,28.86,12/20/15
Bernie Sanders,10.66,12/21/15
Bernie Sanders,9.26,12/22/15
Bernie Sanders,9.85,12/23/15
Bernie Sanders,9.1,12/24/15
Bernie Sanders,7.68,12/25/15
Bernie Sanders,6.9,12/26/15
Bernie Sanders,7.8,12/27/15
Bernie Sanders,7.5,12/28/15
Bernie Sanders,7.33,12/29/15
Bernie Sanders,7.47,12/30/15
Bernie Sanders,7.34,12/31/15
Bernie Sanders,7.37,01/1/16
Bernie Sanders,7.7,01/2/16
Bernie Sanders,8.59,01/3/16
Bernie Sanders,6.91,01/4/16
Bernie Sanders,8.03,01/5/16
Bernie Sanders,9.2,01/6/16
Bernie Sanders,8.18,01/7/16
Bernie Sanders,9.05,01/8/16
Bernie Sanders,8.97,01/9/16
Bernie Sanders,9.87,01/10/16
Bernie Sanders,10.94,01/11/16
Bernie Sanders,15.73,01/12/16
Bernie Sanders,20.7,01/13/16
Bernie Sanders,16.13,01/14/16
Bernie Sanders,18.22,01/15/16
Bernie Sanders,16,01/16/16
Bernie Sanders,18.66,01/17/16
Bernie Sanders,47.08,01/18/16
Bernie Sanders,23.33,01/19/16
Bernie Sanders,22.28,01/20/16
Bernie Sanders,21.7,01/21/16
Bernie Sanders,24.23,01/22/16
Bernie Sanders,21.97,01/23/16
Bernie Sanders,21.01,01/24/16
Bernie Sanders,19.4,01/25/16
Bernie Sanders,31.66,01/26/16
Bernie Sanders,25.74,01/27/16
Bernie Sanders,25.31,01/28/16
Bernie Sanders,24.48,01/29/16
Bernie Sanders,25.29,01/30/16
Bernie Sanders,28.7,01/31/16
Bernie Sanders,32.73,02/1/16
Bernie Sanders,86.52,02/2/16
Bernie Sanders,38.9,02/3/16
Bernie Sanders,41.47,02/4/16
Bernie Sanders,47.97,02/5/16
Bernie Sanders,34.88,02/6/16
Bernie Sanders,50,02/7/16
Bernie Sanders,31.02,02/8/16
Bernie Sanders,33.96,02/9/16
Bernie Sanders,100,02/10/16
Bernie Sanders,52.95,02/11/16
Bernie Sanders,61.25,02/12/16
Bernie Sanders,38.82,02/13/16
Bernie Sanders,30.97,02/14/16
Bernie Sanders,25.44,02/15/16
Bernie Sanders,26.35,02/16/16
Bernie Sanders,27.3,02/17/16
Bernie Sanders,26.42,02/18/16
Bernie Sanders,30.07,02/19/16
Bernie Sanders,37.51,02/20/16
Bernie Sanders,42.14,02/21/16
Bernie Sanders,28.57,02/22/16
Bernie Sanders,26.48,02/23/16
Bernie Sanders,31.76,02/24/16
Bernie Sanders,28.28,02/25/16
Bernie Sanders,28.99,02/26/16
Bernie Sanders,30.48,02/27/16
Bernie Sanders,37.31,02/28/16
Bernie Sanders,29.18,02/29/16
Bernie Sanders,46.94,03/1/16
Bernie Sanders,69.04,03/2/16
Bernie Sanders,36.12,03/3/16
Bernie Sanders,33.32,03/4/16
Bernie Sanders,30.35,03/5/16
Bernie Sanders,45.29,03/6/16
Bernie Sanders,52.25,03/7/16
Bernie Sanders,35.9,03/8/16
Bernie Sanders,62.19,03/9/16
Bernie Sanders,48.39,03/10/16
Bernie Sanders,34.91,03/11/16
Bernie Sanders,41.93,03/12/16
Bernie Sanders,44.49,03/13/16
Bernie Sanders,44.35,03/14/16
Bernie Sanders,52.66,03/15/16
Bernie Sanders,62.98,03/16/16
Bernie Sanders,28.91,03/17/16
Bernie Sanders,29.29,03/18/16
Bernie Sanders,25.93,03/19/16
Bernie Sanders,26.02,03/20/16
Bernie Sanders,24.72,03/21/16
Martin O'Malley,0,01/1/15
Martin O'Malley,0,01/2/15
Martin O'Malley,0,01/3/15
Martin O'Malley,0,01/4/15
Martin O'Malley,0,01/5/15
Martin O'Malley,0,01/6/15
Martin O'Malley,0,01/7/15
Martin O'Malley,0,01/8/15
Martin O'Malley,0,01/9/15
Martin O'Malley,0,01/10/15
Martin O'Malley,0,01/11/15
Martin O'Malley,0,01/12/15
Martin O'Malley,0,01/13/15
Martin O'Malley,0,01/14/15
Martin O'Malley,0,01/15/15
Martin O'Malley,0,01/16/15
Martin O'Malley,0,01/17/15
Martin O'Malley,0,01/18/15
Martin O'Malley,0,01/19/15
Martin O'Malley,0,01/20/15
Martin O'Malley,0,01/21/15
Martin O'Malley,0,01/22/15
Martin O'Malley,0,01/23/15
Martin O'Malley,0,01/24/15
Martin O'Malley,0,01/25/15
Martin O'Malley,0,01/26/15
Martin O'Malley,0,01/27/15
Martin O'Malley,0,01/28/15
Martin O'Malley,0,01/29/15
Martin O'Malley,0,01/30/15
Martin O'Malley,0,01/31/15
Martin O'Malley,0,02/1/15
Martin O'Malley,0,02/2/15
Martin O'Malley,0,02/3/15
Martin O'Malley,0,02/4/15
Martin O'Malley,0,02/5/15
Martin O'Malley,0,02/6/15
Martin O'Malley,0,02/7/15
Martin O'Malley,0,02/8/15
Martin O'Malley,0,02/9/15
Martin O'Malley,0,02/10/15
Martin O'Malley,0,02/11/15
Martin O'Malley,0,02/12/15
Martin O'Malley,0,02/13/15
Martin O'Malley,0,02/14/15
Martin O'Malley,0,02/15/15
Martin O'Malley,0,02/16/15
Martin O'Malley,0,02/17/15
Martin O'Malley,0,02/18/15
Martin O'Malley,0,02/19/15
Martin O'Malley,0,02/20/15
Martin O'Malley,0,02/21/15
Martin O'Malley,0,02/22/15
Martin O'Malley,0,02/23/15
Martin O'Malley,0,02/24/15
Martin O'Malley,0,02/25/15
Martin O'Malley,0,02/26/15
Martin O'Malley,0,02/27/15
Martin O'Malley,0,02/28/15
Martin O'Malley,0,03/1/15
Martin O'Malley,0,03/2/15
Martin O'Malley,0,03/3/15
Martin O'Malley,0,03/4/15
Martin O'Malley,0,03/5/15
Martin O'Malley,0,03/6/15
Martin O'Malley,0,03/7/15
Martin O'Malley,0,03/8/15
Martin O'Malley,0,03/9/15
Martin O'Malley,0,03/10/15
Martin O'Malley,0,03/11/15
Martin O'Malley,0,03/12/15
Martin O'Malley,0,03/13/15
Martin O'Malley,0,03/14/15
Martin O'Malley,0,03/15/15
Martin O'Malley,0,03/16/15
Martin O'Malley,0,03/17/15
Martin O'Malley,0,03/18/15
Martin O'Malley,0,03/19/15
Martin O'Malley,0,03/20/15
Martin O'Malley,0,03/21/15
Martin O'Malley,0,03/22/15
Martin O'Malley,0,03/23/15
Martin O'Malley,0,03/24/15
Martin O'Malley,0,03/25/15
Martin O'Malley,0,03/26/15
Martin O'Malley,0,03/27/15
Martin O'Malley,0,03/28/15
Martin O'Malley,0,03/29/15
Martin O'Malley,0,03/30/15
Martin O'Malley,0,03/31/15
Martin O'Malley,0,04/1/15
Martin O'Malley,0,04/2/15
Martin O'Malley,0,04/3/15
Martin O'Malley,0,04/4/15
Martin O'Malley,0,04/5/15
Martin O'Malley,0,04/6/15
Martin O'Malley,0,04/7/15
Martin O'Malley,0,04/8/15
Martin O'Malley,0,04/9/15
Martin O'Malley,0,04/10/15
Martin O'Malley,0,04/11/15
Martin O'Malley,0,04/12/15
Martin O'Malley,0,04/13/15
Martin O'Malley,0,04/14/15
Martin O'Malley,0,04/15/15
Martin O'Malley,0,04/16/15
Martin O'Malley,0,04/17/15
Martin O'Malley,0,04/18/15
Martin O'Malley,0,04/19/15
Martin O'Malley,0,04/20/15
Martin O'Malley,0,04/21/15
Martin O'Malley,0,04/22/15
Martin O'Malley,0,04/23/15
Martin O'Malley,0,04/24/15
Martin O'Malley,0,04/25/15
Martin O'Malley,0,04/26/15
Martin O'Malley,0,04/27/15
Martin O'Malley,0.43,04/28/15
Martin O'Malley,0,04/29/15
Martin O'Malley,0,04/30/15
Martin O'Malley,0,05/1/15
Martin O'Malley,0,05/2/15
Martin O'Malley,0,05/3/15
Martin O'Malley,0,05/4/15
Martin O'Malley,0,05/5/15
Martin O'Malley,0,05/6/15
Martin O'Malley,0,05/7/15
Martin O'Malley,0,05/8/15
Martin O'Malley,0,05/9/15
Martin O'Malley,0,05/10/15
Martin O'Malley,0,05/11/15
Martin O'Malley,0,05/12/15
Martin O'Malley,0,05/13/15
Martin O'Malley,0,05/14/15
Martin O'Malley,0,05/15/15
Martin O'Malley,0,05/16/15
Martin O'Malley,0,05/17/15
Martin O'Malley,0,05/18/15
Martin O'Malley,0,05/19/15
Martin O'Malley,0,05/20/15
Martin O'Malley,0,05/21/15
Martin O'Malley,0,05/22/15
Martin O'Malley,0,05/23/15
Martin O'Malley,0,05/24/15
Martin O'Malley,0,05/25/15
Martin O'Malley,0,05/26/15
Martin O'Malley,0,05/27/15
Martin O'Malley,0,05/28/15
Martin O'Malley,0,05/29/15
Martin O'Malley,1.23,05/30/15
Martin O'Malley,0.79,05/31/15
Martin O'Malley,0.51,06/1/15
Martin O'Malley,0,06/2/15
Martin O'Malley,0,06/3/15
Martin O'Malley,0,06/4/15
Martin O'Malley,0,06/5/15
Martin O'Malley,0,06/6/15
Martin O'Malley,0,06/7/15
Martin O'Malley,0,06/8/15
Martin O'Malley,0,06/9/15
Martin O'Malley,0,06/10/15
Martin O'Malley,0,06/11/15
Martin O'Malley,0,06/12/15
Martin O'Malley,0,06/13/15
Martin O'Malley,0,06/14/15
Martin O'Malley,0,06/15/15
Martin O'Malley,0,06/16/15
Martin O'Malley,0,06/17/15
Martin O'Malley,0,06/18/15
Martin O'Malley,0,06/19/15
Martin O'Malley,0,06/20/15
Martin O'Malley,0,06/21/15
Martin O'Malley,0,06/22/15
Martin O'Malley,0,06/23/15
Martin O'Malley,0,06/24/15
Martin O'Malley,0,06/25/15
Martin O'Malley,0,06/26/15
Martin O'Malley,0,06/27/15
Martin O'Malley,0,06/28/15
Martin O'Malley,0,06/29/15
Martin O'Malley,0,06/30/15
Martin O'Malley,0,07/1/15
Martin O'Malley,0,07/2/15
Martin O'Malley,0,07/3/15
Martin O'Malley,0,07/4/15
Martin O'Malley,0,07/5/15
Martin O'Malley,0,07/6/15
Martin O'Malley,0,07/7/15
Martin O'Malley,0,07/8/15
Martin O'Malley,0,07/9/15
Martin O'Malley,0,07/10/15
Martin O'Malley,0,07/11/15
Martin O'Malley,0,07/12/15
Martin O'Malley,0,07/13/15
Martin O'Malley,0,07/14/15
Martin O'Malley,0,07/15/15
Martin O'Malley,0,07/16/15
Martin O'Malley,0,07/17/15
Martin O'Malley,0,07/18/15
Martin O'Malley,0,07/19/15
Martin O'Malley,0,07/20/15
Martin O'Malley,0,07/21/15
Martin O'Malley,0,07/22/15
Martin O'Malley,0,07/23/15
Martin O'Malley,0,07/24/15
Martin O'Malley,0,07/25/15
Martin O'Malley,0,07/26/15
Martin O'Malley,0,07/27/15
Martin O'Malley,0,07/28/15
Martin O'Malley,0,07/29/15
Martin O'Malley,0,07/30/15
Martin O'Malley,0,07/31/15
Martin O'Malley,0,08/1/15
Martin O'Malley,0,08/2/15
Martin O'Malley,0,08/3/15
Martin O'Malley,0,08/4/15
Martin O'Malley,0,08/5/15
Martin O'Malley,0,08/6/15
Martin O'Malley,0,08/7/15
Martin O'Malley,0,08/8/15
Martin O'Malley,0,08/9/15
Martin O'Malley,0,08/10/15
Martin O'Malley,0,08/11/15
Martin O'Malley,0,08/12/15
Martin O'Malley,0,08/13/15
Martin O'Malley,0,08/14/15
Martin O'Malley,0,08/15/15
Martin O'Malley,0,08/16/15
Martin O'Malley,0,08/17/15
Martin O'Malley,0,08/18/15
Martin O'Malley,0,08/19/15
Martin O'Malley,0,08/20/15
Martin O'Malley,0,08/21/15
Martin O'Malley,0,08/22/15
Martin O'Malley,0,08/23/15
Martin O'Malley,0,08/24/15
Martin O'Malley,0,08/25/15
Martin O'Malley,0,08/26/15
Martin O'Malley,0,08/27/15
Martin O'Malley,0,08/28/15
Martin O'Malley,0,08/29/15
Martin O'Malley,0,08/30/15
Martin O'Malley,0,08/31/15
Martin O'Malley,0,09/1/15
Martin O'Malley,0,09/2/15
Martin O'Malley,0,09/3/15
Martin O'Malley,0,09/4/15
Martin O'Malley,0,09/5/15
Martin O'Malley,0,09/6/15
Martin O'Malley,0,09/7/15
Martin O'Malley,0,09/8/15
Martin O'Malley,0,09/9/15
Martin O'Malley,0,09/10/15
Martin O'Malley,0,09/11/15
Martin O'Malley,0,09/12/15
Martin O'Malley,0,09/13/15
Martin O'Malley,0,09/14/15
Martin O'Malley,0,09/15/15
Martin O'Malley,0,09/16/15
Martin O'Malley,0,09/17/15
Martin O'Malley,0,09/18/15
Martin O'Malley,0,09/19/15
Martin O'Malley,0,09/20/15
Martin O'Malley,0,09/21/15
Martin O'Malley,0,09/22/15
Martin O'Malley,0,09/23/15
Martin O'Malley,0,09/24/15
Martin O'Malley,0,09/25/15
Martin O'Malley,0,09/26/15
Martin O'Malley,0,09/27/15
Martin O'Malley,0,09/28/15
Martin O'Malley,0,09/29/15
Martin O'Malley,0,09/30/15
Martin O'Malley,0,10/1/15
Martin O'Malley,0,10/2/15
Martin O'Malley,0,10/3/15
Martin O'Malley,0,10/4/15
Martin O'Malley,0,10/5/15
Martin O'Malley,0,10/6/15
Martin O'Malley,0,10/7/15
Martin O'Malley,0,10/8/15
Martin O'Malley,0,10/9/15
Martin O'Malley,0,10/10/15
Martin O'Malley,0,10/11/15
Martin O'Malley,0,10/12/15
Martin O'Malley,0.43,10/13/15
Martin O'Malley,3.65,10/14/15
Martin O'Malley,0.65,10/15/15
Martin O'Malley,0,10/16/15
Martin O'Malley,0,10/17/15
Martin O'Malley,0,10/18/15
Martin O'Malley,0,10/19/15
Martin O'Malley,0,10/20/15
Martin O'Malley,0,10/21/15
Martin O'Malley,0,10/22/15
Martin O'Malley,0,10/23/15
Martin O'Malley,0,10/24/15
Martin O'Malley,0,10/25/15
Martin O'Malley,0,10/26/15
Martin O'Malley,0,10/27/15
Martin O'Malley,0,10/28/15
Martin O'Malley,0,10/29/15
Martin O'Malley,0,10/30/15
Martin O'Malley,0,10/31/15
Martin O'Malley,0,11/1/15
Martin O'Malley,0,11/2/15
Martin O'Malley,0,11/3/15
Martin O'Malley,0,11/4/15
Martin O'Malley,0,11/5/15
Martin O'Malley,0,11/6/15
Martin O'Malley,0,11/7/15
Martin O'Malley,0,11/8/15
Martin O'Malley,0,11/9/15
Martin O'Malley,0,11/10/15
Martin O'Malley,0,11/11/15
Martin O'Malley,0,11/12/15
Martin O'Malley,0,11/13/15
Martin O'Malley,0,11/14/15
Martin O'Malley,1.75,11/15/15
Martin O'Malley,0,11/16/15
Martin O'Malley,0,11/17/15
Martin O'Malley,0,11/18/15
Martin O'Malley,0,11/19/15
Martin O'Malley,0,11/20/15
Martin O'Malley,0,11/21/15
Martin O'Malley,0,11/22/15
Martin O'Malley,0,11/23/15
Martin O'Malley,0,11/24/15
Martin O'Malley,0,11/25/15
Martin O'Malley,0,11/26/15
Martin O'Malley,0,11/27/15
Martin O'Malley,0,11/28/15
Martin O'Malley,0,11/29/15
Martin O'Malley,0,11/30/15
Martin O'Malley,0,12/1/15
Martin O'Malley,0,12/2/15
Martin O'Malley,0,12/3/15
Martin O'Malley,0,12/4/15
Martin O'Malley,0,12/5/15
Martin O'Malley,0,12/6/15
Martin O'Malley,0,12/7/15
Martin O'Malley,0,12/8/15
Martin O'Malley,0,12/9/15
Martin O'Malley,0,12/10/15
Martin O'Malley,0,12/11/15
Martin O'Malley,0,12/12/15
Martin O'Malley,0,12/13/15
Martin O'Malley,0,12/14/15
Martin O'Malley,0,12/15/15
Martin O'Malley,0,12/16/15
Martin O'Malley,0,12/17/15
Martin O'Malley,0,12/18/15
Martin O'Malley,0,12/19/15
Martin O'Malley,2.08,12/20/15
Martin O'Malley,0,12/21/15
Martin O'Malley,0,12/22/15
Martin O'Malley,0,12/23/15
Martin O'Malley,0,12/24/15
Martin O'Malley,0,12/25/15
Martin O'Malley,0,12/26/15
Martin O'Malley,0,12/27/15
Martin O'Malley,0,12/28/15
Martin O'Malley,0,12/29/15
Martin O'Malley,0,12/30/15
Martin O'Malley,0,12/31/15
Martin O'Malley,0,01/1/16
Martin O'Malley,0,01/2/16
Martin O'Malley,0,01/3/16
Martin O'Malley,0,01/4/16
Martin O'Malley,0,01/5/16
Martin O'Malley,0,01/6/16
Martin O'Malley,0,01/7/16
Martin O'Malley,0,01/8/16
Martin O'Malley,0,01/9/16
Martin O'Malley,0,01/10/16
Martin O'Malley,0,01/11/16
Martin O'Malley,0,01/12/16
Martin O'Malley,0,01/13/16
Martin O'Malley,0,01/14/16
Martin O'Malley,0,01/15/16
Martin O'Malley,0,01/16/16
Martin O'Malley,0,01/17/16
Martin O'Malley,3.22,01/18/16
Martin O'Malley,0.46,01/19/16
Martin O'Malley,0,01/20/16
Martin O'Malley,0,01/21/16
Martin O'Malley,0,01/22/16
Martin O'Malley,0,01/23/16
Martin O'Malley,0,01/24/16
Martin O'Malley,0,01/25/16
Martin O'Malley,0.93,01/26/16
Martin O'Malley,0.46,01/27/16
Martin O'Malley,0.46,01/28/16
Martin O'Malley,0.46,01/29/16
Martin O'Malley,0.46,01/30/16
Martin O'Malley,0.47,01/31/16
Martin O'Malley,0.47,02/1/16
Martin O'Malley,2.36,02/2/16
Martin O'Malley,0.49,02/3/16
Martin O'Malley,0,02/4/16
Martin O'Malley,0,02/5/16
Martin O'Malley,0,02/6/16
Martin O'Malley,0,02/7/16
Martin O'Malley,0,02/8/16
Martin O'Malley,0,02/9/16
Martin O'Malley,0,02/10/16
Martin O'Malley,0,02/11/16
Martin O'Malley,0,02/12/16
Martin O'Malley,0,02/13/16
Martin O'Malley,0,02/14/16
Martin O'Malley,0,02/15/16
Martin O'Malley,0,02/16/16
Martin O'Malley,0,02/17/16
Martin O'Malley,0,02/18/16
Martin O'Malley,0,02/19/16
Martin O'Malley,0,02/20/16
Martin O'Malley,0,02/21/16
Martin O'Malley,0,02/22/16
Martin O'Malley,0,02/23/16
Martin O'Malley,0,02/24/16
Martin O'Malley,0,02/25/16
Martin O'Malley,0,02/26/16
Martin O'Malley,0,02/27/16
Martin O'Malley,0,02/28/16
Martin O'Malley,0,02/29/16
Martin O'Malley,0,03/1/16
Martin O'Malley,0,03/2/16
Martin O'Malley,0,03/3/16
Martin O'Malley,0,03/4/16
Martin O'Malley,0,03/5/16
Martin O'Malley,0,03/6/16
Martin O'Malley,0,03/7/16
Martin O'Malley,0,03/8/16
Martin O'Malley,0,03/9/16
Martin O'Malley,0,03/10/16
Martin O'Malley,0,03/11/16
Martin O'Malley,0,03/12/16
Martin O'Malley,0,03/13/16
Martin O'Malley,0,03/14/16
Martin O'Malley,0,03/15/16
Martin O'Malley,0,03/16/16
Martin O'Malley,0,03/17/16
Martin O'Malley,0,03/18/16
Martin O'Malley,0,03/19/16
Martin O'Malley,0,03/20/16
Martin O'Malley,0,03/21/16
Lincoln Chafee,0,01/1/15
Lincoln Chafee,0,01/2/15
Lincoln Chafee,0,01/3/15
Lincoln Chafee,0,01/4/15
Lincoln Chafee,0,01/5/15
Lincoln Chafee,0,01/6/15
Lincoln Chafee,0,01/7/15
Lincoln Chafee,0,01/8/15
Lincoln Chafee,0,01/9/15
Lincoln Chafee,0,01/10/15
Lincoln Chafee,0,01/11/15
Lincoln Chafee,0,01/12/15
Lincoln Chafee,0,01/13/15
Lincoln Chafee,0,01/14/15
Lincoln Chafee,0,01/15/15
Lincoln Chafee,0,01/16/15
Lincoln Chafee,0,01/17/15
Lincoln Chafee,0,01/18/15
Lincoln Chafee,0,01/19/15
Lincoln Chafee,0,01/20/15
Lincoln Chafee,0,01/21/15
Lincoln Chafee,0,01/22/15
Lincoln Chafee,0,01/23/15
Lincoln Chafee,0,01/24/15
Lincoln Chafee,0,01/25/15
Lincoln Chafee,0,01/26/15
Lincoln Chafee,0,01/27/15
Lincoln Chafee,0,01/28/15
Lincoln Chafee,0,01/29/15
Lincoln Chafee,0,01/30/15
Lincoln Chafee,0,01/31/15
Lincoln Chafee,0,02/1/15
Lincoln Chafee,0,02/2/15
Lincoln Chafee,0,02/3/15
Lincoln Chafee,0,02/4/15
Lincoln Chafee,0,02/5/15
Lincoln Chafee,0,02/6/15
Lincoln Chafee,0,02/7/15
Lincoln Chafee,0,02/8/15
Lincoln Chafee,0,02/9/15
Lincoln Chafee,0,02/10/15
Lincoln Chafee,0,02/11/15
Lincoln Chafee,0,02/12/15
Lincoln Chafee,0,02/13/15
Lincoln Chafee,0,02/14/15
Lincoln Chafee,0,02/15/15
Lincoln Chafee,0,02/16/15
Lincoln Chafee,0,02/17/15
Lincoln Chafee,0,02/18/15
Lincoln Chafee,0,02/19/15
Lincoln Chafee,0,02/20/15
Lincoln Chafee,0,02/21/15
Lincoln Chafee,0,02/22/15
Lincoln Chafee,0,02/23/15
Lincoln Chafee,0,02/24/15
Lincoln Chafee,0,02/25/15
Lincoln Chafee,0,02/26/15
Lincoln Chafee,0,02/27/15
Lincoln Chafee,0,02/28/15
Lincoln Chafee,0,03/1/15
Lincoln Chafee,0,03/2/15
Lincoln Chafee,0,03/3/15
Lincoln Chafee,0,03/4/15
Lincoln Chafee,0,03/5/15
Lincoln Chafee,0,03/6/15
Lincoln Chafee,0,03/7/15
Lincoln Chafee,0,03/8/15
Lincoln Chafee,0,03/9/15
Lincoln Chafee,0,03/10/15
Lincoln Chafee,0,03/11/15
Lincoln Chafee,0,03/12/15
Lincoln Chafee,0,03/13/15
Lincoln Chafee,0,03/14/15
Lincoln Chafee,0,03/15/15
Lincoln Chafee,0,03/16/15
Lincoln Chafee,0,03/17/15
Lincoln Chafee,0,03/18/15
Lincoln Chafee,0,03/19/15
Lincoln Chafee,0,03/20/15
Lincoln Chafee,0,03/21/15
Lincoln Chafee,0,03/22/15
Lincoln Chafee,0,03/23/15
Lincoln Chafee,0,03/24/15
Lincoln Chafee,0,03/25/15
Lincoln Chafee,0,03/26/15
Lincoln Chafee,0,03/27/15
Lincoln Chafee,0,03/28/15
Lincoln Chafee,0,03/29/15
Lincoln Chafee,0,03/30/15
Lincoln Chafee,0,03/31/15
Lincoln Chafee,0,04/1/15
Lincoln Chafee,0,04/2/15
Lincoln Chafee,0,04/3/15
Lincoln Chafee,0,04/4/15
Lincoln Chafee,0,04/5/15
Lincoln Chafee,0,04/6/15
Lincoln Chafee,0,04/7/15
Lincoln Chafee,0,04/8/15
Lincoln Chafee,0.7,04/9/15
Lincoln Chafee,0.64,04/10/15
Lincoln Chafee,0,04/11/15
Lincoln Chafee,0,04/12/15
Lincoln Chafee,0,04/13/15
Lincoln Chafee,0,04/14/15
Lincoln Chafee,0,04/15/15
Lincoln Chafee,0.59,04/16/15
Lincoln Chafee,0,04/17/15
Lincoln Chafee,0,04/18/15
Lincoln Chafee,0,04/19/15
Lincoln Chafee,0,04/20/15
Lincoln Chafee,0,04/21/15
Lincoln Chafee,0,04/22/15
Lincoln Chafee,0,04/23/15
Lincoln Chafee,0,04/24/15
Lincoln Chafee,0,04/25/15
Lincoln Chafee,0,04/26/15
Lincoln Chafee,0,04/27/15
Lincoln Chafee,0,04/28/15
Lincoln Chafee,0,04/29/15
Lincoln Chafee,0,04/30/15
Lincoln Chafee,0,05/1/15
Lincoln Chafee,0,05/2/15
Lincoln Chafee,0,05/3/15
Lincoln Chafee,0,05/4/15
Lincoln Chafee,0,05/5/15
Lincoln Chafee,0,05/6/15
Lincoln Chafee,0,05/7/15
Lincoln Chafee,0,05/8/15
Lincoln Chafee,0,05/9/15
Lincoln Chafee,0,05/10/15
Lincoln Chafee,0,05/11/15
Lincoln Chafee,0,05/12/15
Lincoln Chafee,0,05/13/15
Lincoln Chafee,0,05/14/15
Lincoln Chafee,0,05/15/15
Lincoln Chafee,0,05/16/15
Lincoln Chafee,0,05/17/15
Lincoln Chafee,0,05/18/15
Lincoln Chafee,0,05/19/15
Lincoln Chafee,0,05/20/15
Lincoln Chafee,0,05/21/15
Lincoln Chafee,0,05/22/15
Lincoln Chafee,0,05/23/15
Lincoln Chafee,0,05/24/15
Lincoln Chafee,0,05/25/15
Lincoln Chafee,0,05/26/15
Lincoln Chafee,0,05/27/15
Lincoln Chafee,0,05/28/15
Lincoln Chafee,0,05/29/15
Lincoln Chafee,0,05/30/15
Lincoln Chafee,0,05/31/15
Lincoln Chafee,0,06/1/15
Lincoln Chafee,0,06/2/15
Lincoln Chafee,1.46,06/3/15
Lincoln Chafee,1.55,06/4/15
Lincoln Chafee,0.58,06/5/15
Lincoln Chafee,0,06/6/15
Lincoln Chafee,0,06/7/15
Lincoln Chafee,0,06/8/15
Lincoln Chafee,0,06/9/15
Lincoln Chafee,0,06/10/15
Lincoln Chafee,0,06/11/15
Lincoln Chafee,0,06/12/15
Lincoln Chafee,0,06/13/15
Lincoln Chafee,0,06/14/15
Lincoln Chafee,0,06/15/15
Lincoln Chafee,0,06/16/15
Lincoln Chafee,0,06/17/15
Lincoln Chafee,0,06/18/15
Lincoln Chafee,0,06/19/15
Lincoln Chafee,0,06/20/15
Lincoln Chafee,0,06/21/15
Lincoln Chafee,0,06/22/15
Lincoln Chafee,0,06/23/15
Lincoln Chafee,0,06/24/15
Lincoln Chafee,0,06/25/15
Lincoln Chafee,0,06/26/15
Lincoln Chafee,0,06/27/15
Lincoln Chafee,0,06/28/15
Lincoln Chafee,0,06/29/15
Lincoln Chafee,0,06/30/15
Lincoln Chafee,0,07/1/15
Lincoln Chafee,0,07/2/15
Lincoln Chafee,0,07/3/15
Lincoln Chafee,0,07/4/15
Lincoln Chafee,0,07/5/15
Lincoln Chafee,0,07/6/15
Lincoln Chafee,0,07/7/15
Lincoln Chafee,0,07/8/15
